word,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
would,0.7619,-0.29773,0.51396,-0.13303,0.24156,0.066799,-0.54084,0.2071,-0.28225,-0.11638,0.21666,0.54908,-0.36744,-0.10543,0.81567,1.1743,0.56055,-0.3345,0.099767,-0.87465,0.12229,-0.18532,0.086783,-0.36343,0.008002,-2.2268,-0.20079,-0.10313,0.24318,-0.39819,3.7136,0.59088,-1.1013,-0.25292,0.0057067,-0.60475,0.35965,-0.059581,-0.029059,-0.3989,-0.52631,0.12436,0.13609,0.12699,-0.23032,-0.044567,-0.6545,0.43088,-0.22768,0.4026
first,-0.14168,0.41108,-0.31227,0.16633,0.26124,0.45708,-1.2001,0.014923,-0.22779,-0.16937,0.34633,-0.12419,-0.65711,0.29226,0.62407,-0.57916,-0.33947,-0.22046,-1.4832,0.28958,0.081396,-0.21696,0.0056613,-0.054199,0.098504,-1.5874,-0.22867,-0.62957,-0.39542,-0.080841,3.5949,-0.16872,-0.39024,0.026912,0.52646,-0.022844,0.63289,0.62702,-0.22171,-0.45045,-0.14998,-0.27723,-0.46658,-0.44268,-0.43691,0.38455,0.1369,-0.25424,0.017821,-0.1489
year,-0.098793,0.26983,0.35304,-0.10727,-0.015183,0.053398,-1.0824,-0.53005,0.0095416,0.070428,-0.08925,-0.62666,-0.52662,-0.56571,1.8044,0.01686,-0.44871,-0.04146,-1.1136,0.17488,0.49561,-0.38238,0.30185,-0.70675,-0.35891,-1.5164,-0.024403,-0.54107,-0.36163,0.52803,3.6553,0.71214,-0.16995,0.36368,0.3399,-0.48186,0.10936,0.61428,0.15697,-0.70716,-1.2359,-0.014258,0.095588,-0.30634,-0.49741,-0.049394,-0.16697,0.11972,-0.37511,0.098348
people,0.95281,-0.20608,0.55618,-0.46323,0.73354,0.029137,-0.19367,-0.090066,-0.22958,-0.19058,-0.34857,-1.0231,0.743,-0.5489,0.88484,-0.14051,0.0040139,0.58448,0.10767,-0.44657,-0.43205,0.9868,0.78288,0.51513,0.85788,-1.7713,-0.88259,-0.59728,0.084934,-0.48112,3.9678,0.8893,-0.27064,-0.44094,-0.26213,0.085597,0.022099,-0.58376,0.10908,0.77973,-0.95447,0.40482,0.8941,0.65251,0.39858,0.20884,-1.3281,-0.10882,-0.22822,-0.46303
government,0.38797,-1.0825,0.45025,-0.23341,0.086307,-0.25721,-0.18281,-0.10037,-0.50099,-0.58361,-0.052635,-0.14224,0.0090217,-0.38308,0.18503,0.42444,0.10611,-0.1487,1.0801,0.065757,0.64552,0.1908,-0.14561,-0.87237,-0.35568,-2.435,0.28428,-0.33436,-0.56139,0.91404,4.0129,0.072234,-1.2478,-0.36592,-0.50236,0.011731,-0.27409,-0.50842,-0.2584,-0.096172,-0.67109,0.40226,0.27912,-0.37317,-0.45049,-0.30662,-1.6426,1.1936,0.65343,-0.76293
years,0.16962,0.4344,-0.042106,-0.63324,-0.1278,0.53668,-1.0662,-0.32629,-0.50079,0.10247,-0.021968,-0.35105,-0.64153,-0.42454,1.3836,-0.13543,-0.24754,0.22156,-0.65563,0.44424,0.17017,0.35816,0.56379,-0.48044,-0.14765,-1.629,-0.31308,-0.47217,0.02659,0.47603,3.4619,0.12069,-0.045344,-0.47303,0.28569,-0.077584,-0.16447,0.7181,0.2617,-0.16841,-1.245,-0.076188,0.17493,0.24507,-0.63801,-0.21096,-0.49918,-0.50108,-0.7704,-0.32234
three,0.40545,0.43805,0.36237,0.25683,0.38254,0.68255,-0.97853,0.12741,-0.46129,-0.54809,-0.35384,-0.56697,-0.65756,0.50184,0.53248,-0.77956,-0.089944,-0.37572,-1.1097,-0.30734,-0.022657,0.11632,0.67704,-0.051499,-0.59719,-1.02,0.24289,-0.60216,-0.35183,-0.54053,3.9844,0.41521,0.040419,0.26909,1.1193,0.52924,0.37308,0.28924,-0.14714,0.23566,-0.72709,0.053276,0.45373,0.20374,-0.13384,0.015313,-0.22037,-0.15662,-0.30289,-0.77536
city,0.43945,0.43268,-0.36654,0.27781,0.062932,-0.80201,-0.93041,0.016388,-0.5503,-0.16278,-0.40351,-1.3975,0.32079,-0.88954,-0.18853,0.11516,0.045326,0.83002,-0.87595,0.77653,0.55948,0.074721,-0.84672,0.4098,-0.59774,-2.062,-0.15894,0.57979,0.2827,-1.0213,3.2488,0.50029,0.11559,-1.1707,0.19016,0.36888,-0.042018,0.028234,0.54125,0.8489,-0.66711,0.60799,0.23787,-0.65378,-0.7055,0.5165,-1.078,-0.71524,0.48402,-0.3256
country,-0.13531,0.15485,-0.07309,0.034013,-0.054457,-0.20541,-0.60086,-0.22407,0.42615,0.0418,0.1217,-0.55817,-0.08953,0.0089426,0.59164,0.34329,0.64798,0.30052,0.48494,0.16524,-0.073664,0.31182,-0.083803,0.27026,0.10724,-1.7704,-0.36235,-0.15811,0.060038,0.67873,4.0124,0.43091,-0.26325,0.0561,-0.40052,-0.088487,-0.55339,-0.17892,-0.57372,-0.19628,-1.1624,0.12145,0.55842,-0.6194,-0.20974,0.49895,-1.0743,-0.028168,-0.18904,-0.6769
four,0.33375,0.44809,0.54759,0.21497,0.32637,0.70326,-0.95872,0.057798,-0.43454,-0.55322,-0.40482,-0.65793,-0.75076,0.58097,0.51968,-0.86607,-0.10026,-0.11609,-1.2668,-0.46131,-0.10421,0.13894,0.70448,-0.0040651,-0.56479,-0.99797,0.30126,-0.53745,-0.42073,-0.49521,3.9051,0.43253,0.017059,0.31489,1.2546,0.52463,0.46232,0.29622,-0.23879,0.12913,-0.75519,-0.065684,0.52592,0.20047,-0.15982,0.18293,-0.29966,-0.1926,-0.30174,-0.80437
back,0.0046218,-0.25678,0.3532,-0.82697,0.099033,-0.27524,-1.2297,0.37345,-0.44635,-0.36967,-0.12421,0.20837,-1.1801,0.045587,0.47457,0.40557,0.046003,-0.62809,-0.70816,-0.42283,-0.24011,0.44871,0.14759,-0.17298,0.31948,-2.0483,0.43036,0.44567,0.52804,-0.72942,3.5192,0.72008,-0.19861,0.42855,0.029422,0.15914,-0.16062,0.3479,0.35462,-0.53138,-0.28746,0.35596,-0.083996,-0.0064132,-0.32994,0.055304,0.50614,-0.80837,-0.33017,-0.62638
south,-0.039674,0.47097,-0.31102,0.38088,-0.59254,-0.38231,-0.68876,0.15252,0.46303,-0.9099,-0.38665,-0.82695,0.035915,-0.93486,-0.82315,0.37535,0.93198,0.19098,-1.01,0.59531,-0.1818,0.34694,0.096477,0.48152,0.19392,-1.9725,0.77759,0.16259,-0.68996,-0.12239,3.5077,-0.23937,0.12591,0.22983,0.5462,-0.74276,-0.30525,-0.19996,-0.77648,-0.13621,-0.54883,0.068693,0.88314,-1.0529,0.18614,0.88575,-0.43661,-0.49549,-0.10562,-0.77821
including,0.48518,0.56214,0.064657,0.44652,-0.29881,0.91376,-0.84552,-0.93462,0.093077,0.05312,-0.25653,-0.16388,-0.084874,-0.084588,0.28105,-0.55097,-0.022583,0.078236,-0.32487,-0.28224,0.51683,0.22509,0.20189,-0.21816,-0.81741,-1.0254,-0.27715,-0.80942,-0.61824,-0.22689,3.47,0.17391,0.13567,-0.41534,0.61925,0.50792,-0.08481,-0.10788,-0.23281,0.50943,-0.37383,0.59976,0.55221,-0.078815,0.47338,0.070097,-0.8109,0.0085293,-0.43153,-0.40666
international,-0.1666,0.68994,-0.76138,0.55857,-0.28302,-1.0075,-0.35157,-0.46751,0.99938,0.21826,0.87406,0.22722,-1.0739,0.32807,0.14755,-0.10786,0.57761,0.065902,-0.73381,-0.29534,1.1916,0.70041,-0.77054,0.04179,-0.84269,-1.6856,0.33451,-0.6543,-1.2509,0.34069,3.3936,0.81089,-0.48503,-0.85079,-0.49627,-0.45548,-0.17286,-0.10367,-0.28043,0.035118,0.09691,0.0286,1.0817,-0.47067,-0.0069481,0.48139,-0.34924,0.91937,-0.082162,-0.46327
officials,0.99818,-0.44131,0.39641,0.36621,-0.23042,-0.84895,-0.82396,0.63432,0.078578,-1.0304,-0.11953,-0.44399,-0.19639,-0.080367,0.5077,0.38944,-0.32942,-0.12153,0.083004,-0.62174,0.16542,0.3213,0.31803,-0.46028,-0.4711,-2.6599,0.14648,0.33607,-0.83768,-0.20686,3.1996,0.23469,-0.65633,-1.075,0.047687,-0.20781,-0.0088134,-0.47237,-0.07229,0.4267,-0.81364,0.49956,0.70998,0.2002,0.68304,-0.30359,-1.1561,1.613,-0.043788,-0.46821
high,-0.65758,1.2502,0.19082,-0.6742,-0.10125,-0.046932,-0.27648,-0.48253,0.39254,0.3704,-0.24111,-0.6429,0.27676,-0.62422,-0.52203,0.29799,-0.1996,0.36884,-0.81686,-0.48865,0.11511,0.066147,-0.38797,-0.18239,-0.5759,-1.8776,0.61045,0.43434,-0.090497,0.17718,3.4808,0.026707,0.60486,-0.7885,1.248,-0.32864,-0.15526,0.12868,0.65885,-0.27297,-0.69856,0.46953,0.19621,0.40444,0.061996,0.046055,0.72038,-0.45636,-0.19089,0.099351
told,0.37633,0.058652,0.17005,0.46863,0.95799,-0.82027,-0.83683,0.53315,-0.22664,-1.1505,0.11026,0.22662,-0.8068,0.12202,0.91294,0.39002,-0.0051597,0.11369,0.45456,-0.11737,-0.074381,1.5088,0.46655,0.04601,0.68558,-2.2872,-0.081728,0.5556,-1.1222,-0.042912,2.5651,-0.12145,-0.42656,-0.11731,-0.51801,-0.51683,0.58125,-0.20616,0.67072,0.8228,0.21314,1.3662,-0.18691,-0.78497,0.73258,-0.51869,-1.5369,0.84913,0.51594,0.87639
house,0.60137,0.28521,-0.032038,-0.43026,0.74806,0.26223,-0.97361,0.078581,-0.57588,-1.188,-1.8507,-0.24887,0.055549,0.0086155,0.067951,0.40554,-0.073998,-0.21318,0.37167,-0.71791,1.2234,0.35546,-0.41537,-0.21931,-0.39661,-1.7831,-0.41507,0.29533,-0.41254,0.020096,2.7425,-0.9926,-0.71033,-0.46813,0.28265,-0.077639,0.3041,-0.06644,0.3951,-0.70747,-0.38894,0.23158,-0.49508,0.14612,-0.02314,0.56389,-0.86188,-1.0278,0.039922,0.20018
another,0.50759,0.26321,0.19638,0.18407,0.90792,0.45267,-0.54491,0.41816,0.039569,0.061854,-0.24574,-0.38502,-0.39649,0.32165,0.59611,-0.3997,-0.015734,0.074218,-0.83148,-0.019284,-0.21331,0.12873,-0.2541,0.079348,0.12588,-2.1294,-0.29092,0.044597,0.27354,-0.037492,3.458,-0.34642,-0.32803,0.17566,0.22467,0.08987,0.24528,0.070129,0.2165,-0.44313,0.02516,0.40817,-0.33533,0.0067758,0.11499,-0.15701,-0.085219,0.018568,0.26125,0.015387
thursday,0.34342,-0.0021396,0.13418,0.78442,0.19498,-0.77762,-0.9624,0.62947,-0.41662,-0.72578,-0.49985,-1.2452,-0.55666,0.14902,0.89182,0.18417,-0.97099,-0.9284,-0.84065,-0.1079,0.66416,0.78649,0.080791,-0.71197,-0.18755,-1.9347,0.80128,0.59395,-0.74196,0.35172,3.2666,0.23248,-0.45759,0.083574,-0.15469,-0.74315,0.42618,-0.12616,0.10464,0.078468,-0.40594,0.59607,0.18638,-0.58798,0.78014,0.23112,-0.66715,0.89743,0.35014,-0.3778
north,0.30059,0.55598,-0.040589,0.020289,-0.57624,-0.24619,-0.85377,0.37889,0.46139,-1.1689,-0.52015,-0.78857,0.048843,-0.99449,-1.0834,0.6583,0.71529,0.48547,-0.90564,0.6705,0.27951,0.085327,0.094497,0.52371,0.074894,-2.1416,0.58129,0.57789,-0.065808,-0.43003,3.418,-0.63184,0.11221,-0.25144,0.5589,-0.82333,-0.39141,-0.45547,-0.75951,0.22251,-0.52216,-0.25439,0.67537,-1.017,-0.134,0.641,-0.33782,-0.10768,-0.61803,-0.38883
security,0.52125,-0.0033878,0.81485,0.049424,0.50668,-0.95911,0.31231,-0.45548,0.52073,-1.5376,-0.44826,-0.36463,-0.80871,0.25262,-0.16081,0.5605,-0.01623,-0.23822,0.83667,-0.031576,0.45841,0.70073,-0.44999,-0.563,-0.63356,-2.0531,0.55847,0.040415,0.15785,0.53227,3.4865,0.24928,-0.91953,-1.1876,-0.18295,0.76939,0.29916,-0.72577,-0.65898,0.39304,-0.3436,0.36399,0.85622,-0.3089,0.21141,-0.32681,-0.56317,1.2145,0.18532,0.06321
season,-1.0386,0.5232,-0.73141,0.22199,-0.35843,-0.16097,-1.7882,0.34459,-0.48096,-0.15844,0.2141,0.10096,-1.5051,-0.023355,1.7033,-0.48881,0.03145,-0.16398,-2.2933,0.33231,-0.79011,-0.8724,0.86738,-0.06443,-0.39736,-0.49269,0.091015,0.16807,0.7277,-0.17243,3.0362,1.6277,0.23501,-0.10369,0.60074,0.71933,0.44086,1.2389,0.15929,-1.2127,-1.2541,-0.7432,-1.0108,-0.36778,-0.8631,0.79232,0.63128,0.18791,-0.024801,0.42411
early,0.35948,-0.16637,-0.30288,-0.55095,-0.49135,0.048866,-1.6003,0.19451,-0.80288,0.157,0.14782,-0.45813,-0.30852,0.03055,0.38079,0.16768,-0.74477,-0.88759,-1.1255,0.28654,0.37413,-0.053585,0.019005,-0.30474,0.30998,-1.3004,-0.56797,-0.50119,0.031763,0.58832,3.692,-0.56015,-0.043986,-0.4513,0.49902,-0.13698,0.033691,0.40458,-0.16825,0.033614,-0.66019,-0.070503,-0.39145,-0.11031,0.27384,0.25301,0.3471,-0.31089,-0.32557,-0.51921
around,0.77604,0.22584,0.45044,-0.70814,0.14959,-0.76201,-0.59769,-0.37123,-0.49107,-0.81828,-0.61185,-0.96962,-0.02998,-0.26391,0.69513,0.38294,0.067117,0.42452,-1.2652,-0.54603,0.65743,0.30119,0.63752,0.40919,0.29723,-1.1203,0.1117,0.49074,0.43661,-0.40743,3.6976,0.3907,0.10636,-0.035762,-0.4579,0.19091,-0.38336,0.060834,0.20348,0.60765,-0.19867,0.21351,0.31352,0.472,-0.23803,-0.12381,0.43955,-0.97437,-0.78565,-0.8177
however,0.43833,-0.15784,-0.12393,-0.11901,0.14659,0.35156,-0.45865,0.18337,-0.63247,-0.11755,0.59893,0.346,-0.46169,-0.58537,0.41869,0.53485,-0.056069,-0.42462,-0.45327,-0.32637,-0.16922,-0.31311,0.44623,-0.13493,0.36838,-1.5683,-0.30225,-0.093721,-0.04807,0.37704,3.4781,-0.27603,0.064955,-0.81474,0.1966,-0.29855,0.31998,0.24164,-0.5128,-0.10399,-0.11611,0.025575,-0.29849,-0.0033247,-0.20456,-0.079099,-0.38462,0.12374,0.14642,-0.15032
family,1.1636,0.90386,-0.74277,0.49272,1.88,0.9285,-1.0429,0.01343,-0.51903,-0.68762,0.0083396,0.50754,0.51792,-0.75577,1.0241,0.1761,-0.91889,0.21455,0.19232,0.19562,0.0044282,0.40701,-0.3812,0.51286,0.14278,-1.4652,-0.55194,-0.8362,0.41877,0.40793,2.5335,-0.20787,0.088761,-0.10973,0.52074,0.026259,-0.65515,-0.1425,0.44071,-0.047796,-0.23276,0.17212,-0.16844,0.60122,0.47156,0.11336,-0.96031,-1.3412,-0.021467,0.049217
top,-0.66508,0.78362,0.74452,0.68549,0.648,-0.52191,-0.52026,0.2572,-0.13776,-0.66091,-0.43022,-0.30704,-0.88624,1.4324,0.31653,-0.44287,0.30271,-0.013176,-0.365,-0.62942,-0.0053265,-0.1942,0.6366,0.3765,-0.98731,-1.6796,-0.31415,-0.054224,-0.90695,0.17036,3.4054,0.38219,0.13579,0.38695,0.30863,0.23611,-0.4158,0.66128,-0.022794,-1.0259,0.036685,0.52651,0.17759,-0.24752,0.50828,0.18699,-0.13874,0.25994,0.0064557,-0.19891
university,-1.1082,1.2916,-0.78751,-0.45955,-0.40788,-0.53387,-0.91468,-0.48577,-0.31858,-0.33494,0.50093,-0.50392,0.029449,-1.1748,-0.47245,0.27201,-0.11093,1.0152,-1.0427,1.4929,0.70221,0.72141,-0.10898,-0.0019169,-0.076224,-2.5398,0.12008,-0.86093,-2.122,-0.90913,2.6149,-0.049744,-0.096555,-2.2488,-0.060325,0.0083282,-0.10552,1.2435,1.7389,0.66512,-0.11836,-0.061496,-0.2916,0.37698,-0.097014,0.48428,0.3657,0.26268,-0.54315,0.035944
known,0.60235,0.55267,-0.64274,0.14886,0.092301,0.3393,-0.48568,-0.6582,-0.18414,0.17073,0.51478,0.3889,0.27442,-0.09793,-0.16511,0.0063649,0.37423,0.63685,-0.57512,0.3156,-0.50853,-0.43966,0.28977,0.6577,-0.27955,-1.5924,-1.1654,-0.21556,-0.37168,0.028765,3.1339,-1.249,-0.1385,-0.59966,0.37827,0.17479,0.025081,-0.16408,-0.2026,0.29866,0.020548,0.34711,-0.36064,0.1478,0.39642,-0.15146,-0.54655,-0.81723,0.025965,-0.053947
month,0.46281,0.00041144,0.32206,0.052119,0.2574,-0.20206,-0.95958,0.080315,0.07142,-0.18973,-0.29623,-1.0933,-0.39617,-0.19416,1.6158,0.20214,-0.89728,-0.62867,-0.7007,0.19352,0.85183,0.11041,0.15913,-0.56004,-0.62643,-1.7449,0.51275,0.025222,-0.40847,0.80248,3.42,0.31542,-0.3881,0.46212,0.28418,-0.60805,0.27313,0.033328,0.02098,-0.49465,-0.86607,0.31712,-0.0041658,-0.38582,0.071257,-0.26801,-0.21712,0.61648,-0.23407,-0.13272
found,0.95528,-0.01161,0.074285,0.12251,0.70818,0.74145,-0.81545,-0.23535,0.53243,-0.32104,0.32033,-0.24647,0.27388,-0.21989,0.64789,0.16764,-0.082653,-0.19715,-0.52546,-0.30905,-0.58658,0.29096,0.86158,0.13299,0.11463,-1.6544,-0.65505,0.61209,-0.10833,-0.39034,2.9539,-1.21,0.35207,-0.97542,0.45638,0.33947,0.13437,0.32874,0.58773,0.1244,-0.027672,0.30578,0.67546,0.62237,0.5234,-0.020469,-0.42501,-0.26861,0.27789,-0.71997
official,-0.21603,0.33854,-0.045154,0.7077,0.52752,-0.77189,-0.37859,0.01496,0.44067,-1.0734,0.25733,-0.27296,-0.26133,0.077519,0.89039,-0.18416,-0.73166,-0.11566,0.28548,0.30915,0.26044,0.11257,0.25141,-0.28005,-0.092009,-2.1169,-0.31785,0.13818,-1.063,0.40867,3.2536,-0.37485,-0.47284,-0.21328,-0.26352,0.1336,0.61055,-0.5932,-0.55243,0.4227,-0.12348,0.39028,-0.088546,-0.75717,0.21848,-0.60385,-0.9513,1.5525,0.65175,-0.43781
based,0.44515,0.14297,-0.31849,0.93227,0.15758,0.10426,-0.86868,-1.0764,0.55314,0.30039,0.50631,0.014296,-0.31297,-0.28746,-0.57734,0.033763,-0.22912,0.45513,-0.57208,0.12396,0.76135,0.20192,-0.31061,0.27998,-1.039,-1.6102,-0.96987,-0.50075,-0.68246,-0.13174,3.2179,-0.80151,-0.12665,-0.67749,0.35736,-0.91313,-0.55365,-0.070563,0.20915,0.11336,0.66136,-0.087329,0.41196,-0.080373,-0.061894,0.38201,-0.21459,0.86345,-0.11521,0.54568
third,-0.29329,0.24741,0.38114,0.66685,0.828,0.60294,-0.91257,0.52368,0.14178,-0.30512,0.14389,-0.6499,-1.1039,0.2591,0.51173,-0.69929,-0.04061,-0.87886,-1.2485,0.19964,-0.25412,-0.58236,-0.31967,0.041768,0.088083,-1.3633,0.26619,-0.66122,-0.053167,-0.09926,3.3406,0.24938,0.11115,0.66586,0.4321,-0.30615,0.44014,0.80759,0.017952,-0.51661,-0.25567,-0.26593,-0.16342,-0.53087,-0.62928,0.29726,0.28643,-0.36534,0.26795,-0.17126
right,-0.31905,-0.09507,-0.049458,-0.45461,0.81447,0.5573,-0.37148,0.22142,-0.18506,-0.058731,0.19556,0.25934,-0.92544,0.60346,-0.11877,0.33422,0.5861,-0.93036,0.057848,-0.3782,-1.1279,0.11801,-0.26057,0.043562,0.25741,-2.2502,0.14761,0.43313,0.6941,-0.94411,3.5944,0.47921,-0.61145,0.16474,-0.68397,-0.091051,0.39399,0.1769,0.33553,-0.13054,0.12659,0.26288,-0.47432,0.79129,-0.75714,-0.117,-0.093022,-0.23004,0.081364,-0.035147
countries,0.56599,0.26921,-0.050632,-0.26219,-0.078157,0.042565,0.12923,-0.50756,0.47105,0.026793,0.67335,0.076484,0.27775,0.37278,0.5604,0.27349,0.78066,-0.53707,0.68602,-0.0069331,0.10441,-0.28288,1.049,0.22643,0.038323,-1.2473,0.60024,-0.59904,-0.51407,0.39366,4.2808,1.3038,0.078842,-0.27142,-0.36369,-0.62316,-0.65936,0.2368,-1.4842,0.4032,-1.1575,-0.28149,2.1609,-0.61081,0.081813,0.87071,-1.1518,0.90462,-0.57503,-0.82891
business,0.023693,0.13316,0.023131,0.49833,0.026874,-0.43252,-1.1364,-0.82001,0.22388,-0.032119,-0.069651,0.39857,-0.58275,0.095008,-0.023643,0.23237,-0.42441,0.65709,0.57802,-0.51602,1.8253,0.12951,-0.61773,0.39281,-0.35754,-1.6778,-0.45201,-0.47075,0.19487,0.35828,3.6034,0.32865,0.47288,-0.33787,-0.46234,-0.51628,-1.3755,0.70789,0.4648,-0.16186,-0.0961,-0.28523,0.30047,0.50902,0.081356,-0.015639,-0.51021,0.34585,0.24201,0.82237
months,0.66834,-0.21732,0.37639,-0.47502,-0.023343,0.30418,-0.85643,0.28393,-0.10913,-0.10303,-0.078653,-0.72692,-0.7649,-0.23649,1.5266,0.22007,-0.84737,-0.50695,-0.54568,0.20532,0.61807,0.37876,0.73665,-0.63081,-0.4291,-1.4922,0.42842,-0.025046,0.25997,0.94781,3.4953,0.2549,-0.17717,-0.13937,0.26627,-0.23262,-0.086835,0.36772,0.13767,-0.50294,-1.2415,0.093426,0.028504,-0.153,-0.10935,-0.51973,-0.12963,-0.01076,-0.475,-0.082577
think,-0.1166,-0.010887,0.044444,-0.39349,0.77743,-0.35689,-0.42073,-0.12338,-0.58818,0.3166,-0.3084,0.4558,-0.83117,0.0231,0.88091,0.71288,1.1223,0.13017,0.017489,-0.82336,-0.65853,0.63098,0.34655,0.25429,0.9928,-2.2232,-1.1191,0.26796,0.71472,-0.76952,3.0569,0.75397,-0.34325,-0.60568,-0.4142,-0.8,-0.17019,0.35416,0.29577,-0.51743,-0.48561,0.0161,0.10267,0.52783,0.32212,0.26552,-0.23728,0.44057,0.0064518,1.2454
service,0.13409,0.68926,0.45086,0.052204,-0.30604,-0.5801,-1.128,-0.030769,1.0378,-1.3936,0.18124,0.38504,0.27184,-0.1356,-0.19343,-0.40629,-1.5941,0.33679,-0.035998,-0.10354,1.0248,-0.036901,-0.58559,0.51458,-0.1289,-1.6363,0.042835,-0.71684,0.23651,0.34811,3.5559,0.38361,0.087215,-0.49308,-0.24096,0.24726,0.59281,-0.37768,-0.23602,0.2935,0.93289,-0.24058,0.24401,0.23104,-0.62022,-0.16006,-0.40435,0.29695,-0.006097,0.94897
children,0.53888,0.50514,-0.045316,-1.3606,0.6785,1.4193,-0.8518,-0.66912,0.45732,-0.15827,-0.037624,-0.20835,0.54524,-0.64056,1.2267,-0.26497,-0.45656,0.27901,0.3855,0.14437,0.0026343,1.7084,0.56702,0.60751,0.43173,-1.1765,-0.45223,-0.98725,0.19464,-0.64467,3.1015,1.0881,-0.17687,-0.81104,0.28289,0.65915,0.38012,-0.27123,0.6249,-0.054019,-0.6409,0.10671,0.79348,0.10989,0.66735,-0.065263,-0.63952,-1.249,-0.034498,0.18429
office,0.25481,0.054909,0.32375,0.21429,0.48137,-0.75424,-0.78087,-0.29439,0.024477,-1.2903,-0.69475,-0.33993,-0.3687,-0.0011398,0.51126,0.27465,-0.86396,0.070632,0.62489,-0.043111,1.0666,0.24161,-0.536,-0.31515,-0.74103,-2.104,0.024429,0.43665,-0.68109,0.19043,2.8783,-0.25616,-0.56676,-1.1168,-0.29901,0.29706,0.40172,0.21947,0.64514,-0.18449,-0.28797,0.59847,-0.27569,-0.0049195,-0.7356,-0.15342,-0.99148,-0.045975,0.72543,0.41688
following,0.39504,0.17819,-0.58475,0.053913,-0.3867,0.27252,-0.57967,0.41618,-0.40824,-0.38266,0.19381,-0.2418,-0.86562,-0.41553,0.67027,-0.10716,-0.77751,-0.92425,-0.88645,0.37344,0.47515,-0.38801,0.27171,-0.22085,-0.34034,-1.2374,-0.0046157,-0.27729,-0.26562,0.91297,3.611,-0.16625,-0.20335,-0.59424,0.27874,0.1012,0.52864,-0.25221,-0.5081,-0.14184,-0.43874,-0.25075,-0.61961,-0.3705,-0.26175,0.11614,0.0738,0.2144,0.23219,-0.60179
expected,0.75231,0.016437,0.90861,0.15883,0.154,-0.58219,-0.66016,0.068855,-0.10327,-0.1327,0.13106,-0.57297,-0.026791,-0.13023,0.94727,1.0802,-0.16297,-0.77721,-0.38655,-0.83849,0.45062,-0.40128,0.11282,-0.8071,-0.03594,-1.1959,0.39782,-0.11803,-0.56312,0.6788,3.6006,0.94536,-0.34436,-0.026178,0.30608,-1.0147,0.17467,0.24028,0.048675,-0.48288,-0.95961,0.41725,0.036905,-0.59706,-0.13813,0.083673,-0.17355,0.76521,-0.28484,0.31663
washington,-0.5102,1.0375,0.10136,0.00097878,-0.067061,-0.496,-1.2587,0.061059,-0.090142,-0.68128,-1.2128,-0.13272,-0.37778,0.091412,-0.065661,0.2295,-0.10412,-0.70233,0.093941,0.47418,0.66055,0.34302,0.0033139,-0.26057,-0.29605,-2.5996,0.52698,0.22915,0.25215,-0.49094,2.3924,-0.0042369,-0.26823,-1.2988,-0.3363,-0.66419,-0.55199,-0.0021881,-0.016903,0.11451,-0.40708,0.33462,0.56522,-0.56362,0.17956,1.0133,-0.5184,0.72511,-0.77215,0.69085
reported,0.59565,-0.2463,0.74569,0.57129,-0.33117,-0.14444,-1.129,0.10809,0.56581,-0.66281,0.43592,-1.1047,-0.14421,-0.61319,0.8683,-0.18744,-1.4914,-0.23158,-0.82152,0.58674,0.32855,0.58226,0.93081,-0.056042,-0.13685,-1.4768,-0.60387,0.3935,-0.47556,0.66623,3.2029,-0.45838,1.0729,-0.24952,-0.55708,-0.60695,0.15132,-0.70748,0.63341,0.66746,0.17148,0.36854,0.452,-0.44372,0.47692,-0.48214,-1.1439,1.4178,0.42049,-0.028103
without,0.28797,-0.021695,-0.083514,-0.44508,0.23014,0.34773,-0.30783,0.40452,0.11753,0.23837,0.17832,0.33098,-0.5012,0.015954,0.68571,0.27638,-0.0050638,-0.59362,0.089435,-0.65281,0.039652,0.41947,0.26661,-0.20939,0.13286,-1.7116,0.2464,0.18052,1.0859,-0.29591,3.6339,0.49238,-0.57634,-0.62998,-0.0017535,0.36101,0.50483,0.25662,-0.12368,-0.059845,0.12656,0.036029,0.21609,0.68576,-0.38499,-0.14619,-0.25034,0.30878,0.070218,-0.21913
white,-0.68652,0.80125,-0.6124,-0.1512,0.997,0.81749,-1.2089,-1.0221,-0.94054,-1.2689,-0.68195,-0.12212,0.6122,0.045025,-0.10808,0.12482,-0.17278,-0.45383,-0.37728,-1.4081,-0.42975,0.31746,0.61391,-0.76399,-0.75504,-1.5605,-0.14924,1.2023,0.36776,-0.49137,2.6151,-0.37237,-0.80641,-0.56119,0.028241,-0.20089,-0.36429,-0.51476,-0.23074,-0.72258,-0.086035,0.47341,-0.035288,-0.04892,0.85295,-0.25883,-0.48159,-0.79552,-0.12247,-0.098168
