word,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24
wassup,-0.71602,1.8456,0.47027,-0.31308,-0.058547,-0.15901,0.26011,0.052394,-0.50002,0.18834,-2.0353,0.86495,-2.9346,-1.005,0.42889,-0.24564,0.88076,-1.2783,-0.35446,1.1341,1.6475,0.057129,0.77653,0.37595,0.80022
mustfollow,0.68662,1.6798,-1.7009,-1.6839,-0.36701,-1.3788,-0.66456,0.21739,-1.5028,-0.077008,-0.64613,1.1132,-1.4628,-0.79296,-2.7947,0.12441,-0.68433,-1.117,-0.23185,0.98718,-0.56814,-2.4857,0.25014,-0.52995,0.54747
chose,0.19542,-0.50315,-1.6325,1.1018,-0.55991,-0.14199,0.57415,-0.59728,-0.33896,-1.1259,-0.093189,-0.33224,-3.2034,0.45779,0.41277,1.7446,-0.17851,0.097116,-2.2293,0.42593,0.75542,0.065477,-0.12146,-0.051298,-1.2454
nearly,-0.042535,0.3722,0.79526,-0.48189,-0.32715,0.037379,0.64487,-1.4342,-1.437,0.53887,0.80894,0.38957,-3.3874,1.0295,0.367,-0.21048,0.77747,0.472,-0.036499,-1.4795,-0.44968,-0.021919,0.4073,0.062371,-0.5899
bathroom,-1.5658,-0.26484,1.5847,0.1462,0.93996,-0.082921,0.84346,-1.6724,0.88326,1.4608,-0.22589,-0.24122,-3.4764,-0.57879,0.12875,0.93083,0.75347,-0.15399,-0.40597,-0.34876,-0.0063565,-0.43815,0.93782,-0.41066,-0.25289
screaming,-0.76104,0.43708,1.5529,0.47673,-0.21192,-0.14425,1.7523,-1.0432,-0.73191,0.99731,-0.64456,0.83082,-2.7526,-0.38869,0.053606,0.7249,-0.50388,-0.30797,-0.44039,-0.85265,0.57582,0.75004,0.9236,-1.1786,0.096071
character,0.5993,-0.55861,0.18074,0.45625,0.62302,-0.40111,1.4738,-0.31692,0.36197,-1.3075,0.096759,0.86533,-3.6391,-0.024438,0.28217,0.92142,0.079902,0.60671,0.78855,0.29486,-0.40294,0.75807,-0.98066,-0.18989,-0.8555
voteonedirection,0.45674,0.99364,-0.075806,-1.2084,-0.92855,-1.5962,0.33349,0.019988,-2.311,-0.38732,-0.60432,-0.40936,-1.32,0.2985,-0.60433,-0.32746,-0.67447,-1.1044,-0.48085,0.46858,-0.37807,0.2374,-0.30761,-0.43761,-0.063055
bother,-0.049382,1.1073,-0.21622,0.087279,-0.46545,-0.12126,1.2585,-1.1725,-0.20953,0.22705,-1.4609,0.16459,-3.6701,-0.89951,0.31589,1.3176,-0.24859,-0.72872,0.076572,-1.2781,0.79221,0.20692,0.1219,0.7067,-0.85647
exciting,-0.21138,0.16162,-0.19884,-1.2013,0.28798,0.77517,1.954,-1.0524,-0.45519,-1.3961,-0.51846,0.42474,-3.2391,1.0122,0.80343,0.19218,0.50631,-0.37094,-0.37619,-0.15522,-0.89939,-0.7648,-0.99338,0.45151,-0.40039
ando,0.46146,-0.45291,0.78197,-0.80312,-0.18365,1.0616,-0.37322,1.1681,-0.77433,-0.4128,-0.32747,-2.3347,-0.55978,-0.91086,0.70389,0.38989,0.52627,-0.0024799,-0.14227,-0.96638,0.99435,-0.69354,0.97221,1.4221,0.33977
chase,-0.52809,1.0737,-0.36008,0.57722,-1.0952,0.10455,0.39023,-0.5443,0.37025,-0.42822,0.0063389,0.4186,-3.5818,-0.22671,-0.11608,0.36709,-0.20004,-0.84647,0.82879,-0.051092,0.40476,0.23368,0.74129,-0.8235,-0.13672
catching,-0.14188,0.88883,1.3195,0.57634,-0.34837,0.28797,1.6101,-0.39044,-0.88626,-0.75781,-0.26042,0.16898,-2.5418,0.10691,0.72806,0.88389,-0.1266,-0.02555,-0.10684,-0.57038,-0.87508,0.25728,0.60625,-0.54839,0.38058
perfection,-0.68196,-1.3351,-0.88513,0.73049,0.089632,-0.42095,1.5046,-0.43984,-1.2864,-0.85572,-0.17841,0.65621,-2.8113,-0.41474,-0.13839,0.95237,-0.81819,0.18919,-0.32499,0.4941,-0.13208,0.31281,-0.4686,0.10634,-0.47598
prayers,-1.6185,1.478,-0.29737,1.2488,-0.71793,-1.041,1.504,-0.37539,-1.2056,0.010382,-0.72122,0.56636,-2.9864,2.1311,0.43137,-0.35664,-0.099877,-0.079206,0.36781,-0.71637,0.69569,-0.024503,-0.43681,-0.53923,-0.56105
charge,0.52018,0.71569,-0.43393,-0.070486,0.21289,-0.09351,-0.12033,-0.49451,1.1285,1.0188,0.27286,0.33837,-3.1479,0.04399,0.60497,0.71002,0.62366,-0.37529,-0.65918,-1.0838,-0.054417,-0.50033,0.86459,-0.20472,-0.9137
cooking,-1.1888,1.153,0.66922,0.62743,0.94893,0.46621,1.1505,-1.8302,0.4669,-0.16438,0.18825,-0.16127,-3.1952,-1.0819,0.48869,-0.55207,1.1058,-0.75737,-0.3993,-0.11797,0.012328,0.22247,-1.2079,0.49736,1.2224
cree,0.14631,-0.46585,-1.0532,0.11571,0.059106,-0.17811,-0.53928,2.7425,-0.11212,-1.0574,0.7018,-2.0726,-1.6726,-0.66355,0.98629,0.76085,-0.13439,0.59498,1.0344,-0.089771,1.855,0.094811,0.31325,-0.10865,-0.56098
ficou,0.90637,-1.9371,1.6916,-1.1762,0.73085,-0.27423,-0.43595,0.79003,1.1644,-1.6156,-0.6079,-1.7682,-1.0059,-1.7537,-0.42298,-0.71652,-1.6655,0.22995,-1.1579,-1.3828,0.1788,1.0548,0.97006,1.2204,-0.03322
autofollow,0.54793,1.5681,-2.2203,-1.3572,-0.050302,-0.97884,-0.17517,0.96923,-0.84667,0.1974,-0.43583,0.9698,-0.9409,-0.88472,-1.9938,0.47373,-0.70332,-1.4002,-0.23695,0.72636,-0.72461,-2.3139,0.28829,-0.17118,0.41051
inch,-0.30785,-0.8442,0.24157,-0.43176,0.53846,0.64148,-0.66965,-0.65173,1.6916,0.064637,0.78015,0.4788,-3.4494,-0.39287,-0.53042,-0.47287,0.80106,0.84209,0.31236,0.88059,-1.5734,-0.16045,1.7212,0.33617,-0.97421
olympic,-0.22994,-0.020158,0.093238,-1.4939,-0.0025367,-0.28751,1.2029,-0.66309,0.23475,-0.88302,0.68752,0.33463,-3.172,1.1436,0.048702,0.032824,-0.098118,-0.65373,-0.039682,0.59613,-1.7214,0.91132,0.053109,-1.8862,-0.14287
sunshine,-2.1705,-0.60799,0.0086593,0.62832,-1.3159,0.092958,1.6931,-0.33576,-0.91725,-0.31463,-0.54184,-0.0057657,-2.7501,0.35592,-0.53763,-0.51698,-0.0042491,-0.36356,0.41174,0.48358,-0.64938,-0.86609,0.53595,0.88383,-0.26391
oficial,0.32986,0.21502,0.51164,-0.99885,1.7546,-0.98148,-0.50058,2.1968,0.32712,-1.818,0.34192,-1.0871,-1.1924,-0.55861,0.26587,-0.15983,-1.0735,0.80412,0.24786,-0.16339,-0.27615,-0.96903,0.47595,-0.76279,0.97308
threw,-0.33219,0.73081,1.8742,0.6127,-0.57258,0.21694,0.28674,-1.0554,-0.24754,0.40661,0.36412,1.0776,-3.7693,-0.16704,0.41351,0.18943,0.97106,-0.61577,-0.17089,-0.46628,0.14432,0.99998,1.9091,-0.33152,-0.40875
wishes,-0.78888,1.0303,-0.02858,0.29035,-0.50543,-0.66286,1.4177,-0.17694,-0.94035,-0.3166,0.39662,0.33048,-2.7048,0.99151,-0.93558,-0.37604,0.13757,-0.96892,0.4,-0.066077,-0.34232,0.1138,-1.5883,0.71941,-0.47296
cheat,1.0233,1.1347,-0.5439,-0.079916,0.24283,-0.18221,0.81109,-0.60676,0.27278,0.33868,-0.13178,0.52401,-3.1163,-0.79226,-0.43626,1.4268,0.37052,-1.14,0.9847,-0.68758,0.24271,0.74318,0.073489,-0.38298,-0.45715
hemos,1.011,0.52567,0.48863,-1.2974,0.409,0.16325,-0.70609,1.9206,-1.3831,-1.4529,1.4376,-2.4645,-0.68545,1.7388,1.0487,0.18372,0.91561,0.87203,0.34188,-1.0226,0.71372,0.46768,0.044681,0.85227,0.38805
tongue,-0.71957,-0.48157,0.039795,1.5783,0.57839,0.077249,1.167,-0.92575,0.10819,0.84262,0.24146,1.0826,-3.0011,-0.61163,-0.75578,0.4324,0.29718,-0.15495,0.15427,-0.47429,-0.10542,1.6224,1.6538,0.46404,-0.32146
personality,0.0092384,-1.3353,-0.78732,0.31797,1.3224,0.6224,1.5364,-0.77949,-0.24777,-0.56824,-0.38105,1.1123,-3.1835,0.2048,-0.18553,1.1082,-0.097798,-0.21224,0.87033,0.51705,0.58875,0.49177,-0.22153,0.096806,-1.7314
wasnt,-0.19723,1.2209,0.98832,-0.88394,-0.22959,0.18633,0.41597,-0.84471,-0.86304,0.081498,-0.74442,1.1758,-3.9853,-0.32586,0.52534,0.90485,0.60356,0.28288,-0.23017,-0.49614,1.3228,0.81028,0.40374,0.62913,-0.28538
fi,0.18764,0.84045,-0.55691,0.3193,-0.1961,-0.28057,-0.82549,0.5897,1.232,0.55051,-1.2362,-0.68201,-2.6688,-0.1401,-0.15518,-0.12508,0.51831,-0.10848,-0.27978,-0.073025,0.14975,0.51268,0.21699,0.96505,0.2662
although,-0.47981,-0.24958,-0.5352,-0.24695,-0.74497,0.79271,1.5165,-1.0668,-0.47177,-0.63945,-0.28092,0.44515,-3.3474,0.85392,0.61478,0.38608,0.39716,-0.18092,0.54161,-0.88767,0.27453,-0.15111,-0.66646,0.6024,-1.1117
released,0.46739,0.61359,0.97002,-0.82501,0.20637,-1.2464,0.93042,-0.39995,-0.1225,-0.68921,1.3787,1.61,-3.1119,0.51665,0.18667,-0.02009,0.33846,0.45829,-0.0081954,-0.87476,-0.77465,-0.64454,0.21498,-0.65599,0.078994
nothin,-0.0028683,1.5775,0.44186,0.56675,-0.24617,1.0752,0.26687,-1.0238,-0.44146,-0.046232,-1.5248,0.73524,-3.8147,-0.13236,-0.2322,0.64267,-0.062964,-0.076461,0.26529,0.39599,0.71591,0.75397,0.77144,0.83966,0.49411
information,0.4918,0.52183,-1.1841,-0.031988,1.1468,-0.61078,0.48485,-1.1636,0.73446,0.076003,0.12772,0.4865,-3.4833,0.52375,0.41481,0.10604,0.70972,0.55721,0.14742,-0.46564,-0.071301,-1.9889,-1.0767,-0.14101,-0.81463
andy,-0.57088,-0.00074694,0.73557,0.0093077,-0.94394,-0.3516,-0.08214,0.94076,-0.50013,-1.4806,0.46177,0.23092,-3.1124,-0.48862,1.258,-0.40447,-0.12444,-0.24098,-0.21627,0.22509,-0.093677,0.53575,-0.33018,-0.12045,-0.85043
cheating,0.25507,1.0114,-0.2113,0.30292,0.83691,-0.10705,0.75291,-0.89422,-1.0498,0.85738,-0.6693,0.91129,-2.9694,-0.56383,0.35352,0.93254,-0.805,-0.40997,0.50472,-1.0331,1.1018,1.6229,-0.0096097,-1.2616,-1.1107
created,0.24106,-0.3075,0.045214,-0.19064,0.40512,-0.72002,0.78697,-0.99581,-0.43739,-0.26186,0.59552,0.84554,-3.7379,0.11866,-0.42013,0.33076,0.75248,0.98193,1.1901,-0.32141,-0.33355,-0.17086,-0.83435,-0.24344,-0.43446
throwing,-0.23866,1.1842,1.3916,0.74779,0.011273,0.78086,0.66253,-1.6621,-0.21509,0.51076,0.34251,0.84372,-3.2809,-0.39703,0.44033,0.067792,-0.093714,-0.88673,0.011797,-0.26121,-0.14047,0.97321,1.1483,-0.89509,-0.34518
chorar,1.0816,-0.53565,1.0153,1.4666,-0.97937,1.1077,-0.019692,0.21962,0.27232,-1.5233,-1.2231,-2.176,-0.79526,-0.95458,-0.61835,-0.04449,-3.0191,0.65853,-0.67613,-1.7854,-0.35978,0.84978,0.35569,1.6522,0.50041
share-worthy,2.2252,1.3504,-0.18903,-3.7596,1.1349,-2.2197,1.1343,-1.7621,-0.39542,-3.6827,0.23364,1.9062,0.20231,0.49336,1.4194,-0.18181,-0.43605,-0.31205,-0.38928,0.23758,-0.66809,-0.69815,-1.0899,-2.1269,0.50784
bora,-0.38313,0.2939,0.32173,-0.25958,-0.65188,0.14744,-0.052356,0.5315,1.1188,-1.407,-0.91209,-1.6494,-1.3643,-0.67335,-0.12802,-0.76925,-1.119,-0.78991,-0.9563,-0.17278,-0.88817,-0.4418,-0.81943,0.7054,0.89645
background,0.30702,-0.47801,0.6118,0.042445,1.3022,-0.71796,1.2288,-0.037334,0.82665,0.17348,-0.23496,0.58626,-2.8582,-0.81627,-0.020886,0.79446,0.33105,-0.37758,-0.25281,0.10826,-0.43479,-0.23341,-0.11411,0.11947,-1.1792
thousand,0.8735,0.76848,1.3188,1.5366,-0.60574,0.22429,1.2107,-0.7143,-1.1699,0.17688,0.3628,0.35896,-2.6437,1.0937,-1.378,-0.1132,-0.27441,-0.034526,0.71333,0.082859,-1.1246,0.063665,-0.10244,-0.15105,-0.88924
heads,-0.64824,0.55806,0.51306,0.10594,0.20375,0.41453,0.51802,-1.4014,-0.091344,0.50885,0.24107,0.63781,-3.3482,0.070388,-0.047112,-0.22957,-0.30914,-0.71758,0.14115,-0.21972,0.0056252,0.87172,0.96888,-0.82028,0.21139
homem,1.0741,-1.5782,0.32786,0.91157,0.57568,0.03131,-0.4208,0.73044,1.4662,-0.85288,0.040288,-2.8883,-0.88715,-1.4474,-0.50791,-0.90721,-1.8068,0.10303,-0.44457,-1.5855,0.67631,1.7152,-0.24615,-0.50025,0.44222
rolling,-0.32809,0.50278,1.1317,0.42469,0.076118,0.60335,0.58398,-0.32409,0.14124,-0.033964,0.48468,0.33608,-2.8413,-0.4248,0.068844,0.44012,-0.11881,-0.043511,0.24492,-0.0071564,-0.46236,-0.027249,1.0335,-0.46916,0.65465
creepy,-0.22932,-0.9582,0.84149,-0.012861,0.83687,0.47533,1.9645,-0.58496,-0.7661,0.084724,-1.0227,0.18201,-2.624,-1.0077,0.61857,0.89897,1.1308,0.15405,-0.034749,-0.15969,0.97764,0.50288,-0.066228,-0.62685,-0.35551
opportunity,-0.5964,0.97554,-1.5907,0.0637,0.37329,-0.44397,0.82938,-0.91208,0.48701,-1.1615,-0.16801,0.40747,-3.7195,1.2862,0.43264,-0.14142,0.57727,0.30438,0.79184,-1.1025,-0.28151,-0.85913,-0.77827,0.12496,-0.60914
higher,0.4543,0.28726,-0.62819,0.18894,0.62448,0.65986,0.32606,-1.3855,0.53443,-0.0874,-0.11415,0.55514,-3.49,1.3696,-0.017523,-1.1098,0.0056048,0.15964,0.98337,-0.9619,-0.68474,-0.080939,0.85224,-0.011555,-0.83695
texted,-0.71517,1.3194,2.1341,-0.093292,-0.36413,-1.1787,0.52746,-0.27188,-1.6151,0.24181,-0.62325,1.2137,-3.1094,-0.72252,0.52023,0.38219,1.109,-0.32288,-0.25109,-0.78972,2.0354,-0.024684,0.48621,0.51343,-1.244
photography,-1.1189,-0.79851,0.1904,-0.69415,1.2006,-0.62236,1.0785,-0.6017,0.99825,-0.88909,0.2285,0.46547,-2.7889,-0.69743,0.060046,0.052499,0.10293,0.031101,0.15401,0.59925,-0.75561,-1.8123,-1.287,-0.64401,-0.34783
thick,-0.87775,-0.64087,-0.20872,-0.20609,0.97663,1.4422,0.38642,-1.3003,-0.49205,0.50827,-0.80474,0.58657,-3.3811,-0.86364,-1.0823,-0.68104,0.6422,-0.94057,0.28302,0.99462,0.73761,1.5193,1.1425,-0.027036,-0.14366
creative,-0.41253,-0.0096956,-0.70466,-0.46463,1.5188,0.72656,1.1312,-0.80049,0.77339,-0.9922,-0.63165,0.26772,-3.2877,-0.24779,-0.23076,0.16642,0.21973,0.3871,0.70592,0.086358,-0.49021,-0.95597,-1.4105,-0.30542,-0.72072
sougo,-1.3038,1.3243,-1.5008,-2.3194,-1.4188,-0.47441,-0.44173,0.71205,-0.3045,-0.87056,-0.49531,0.54009,-2.0506,-1.3505,-2.4142,0.56893,-0.92986,-1.5702,0.25678,1.006,-0.8103,-3.1315,1.4278,-1.1154,0.30742
charger,0.41995,0.20773,0.39065,-0.1741,0.42164,0.12098,-0.097716,-0.26586,1.3889,1.6291,0.34145,0.34846,-3.0415,-0.85202,0.59333,1.207,0.84228,-0.156,-0.11007,0.25039,-0.89304,-0.8557,2.0142,0.74651,-1.3697
cleaning,-1.6697,0.84609,0.90783,-0.0018154,1.3206,0.77955,0.8217,-2.0625,0.92271,0.87838,-0.14056,-0.16759,-3.2057,-1.0316,0.82382,0.02547,0.36343,-0.10129,-0.0088641,-0.61842,-0.49038,-0.79294,0.23718,0.40059,-0.13889
throat,-0.83987,-0.015158,0.11967,1.1853,0.66566,0.20996,1.4272,-1.0287,-0.17167,1.1285,0.072065,0.7935,-2.6039,-0.56368,0.66087,-0.031779,0.19912,-0.021847,-0.0059966,-1.0979,-0.099569,1.9452,2.2872,0.88974,0.027238
willing,-0.52574,1.044,-1.3802,-0.13005,-0.64905,-0.12246,0.62836,-0.97709,0.18801,-0.73287,-0.237,-0.030717,-3.7912,0.71615,-0.89835,0.57575,0.43305,-0.56274,1.1406,-1.7992,0.40733,0.56934,-0.36998,0.33858,-1.0388
services,-0.51398,0.67094,-1.3458,-0.78218,1.0763,-0.59789,-0.55136,-1.5635,1.4981,-0.02892,0.38081,-0.45138,-3.8249,0.47763,1.0824,-0.35438,0.41273,0.0067651,-0.00628,-0.24494,0.030407,-2.4144,-1.0448,-0.51042,-0.73771
forreal,-0.15937,1.1259,0.25548,-0.36125,0.030775,0.012,0.83904,-0.59946,-0.90099,0.59976,-1.9004,1.0374,-3.1645,-0.68993,0.97423,0.59351,0.23804,-1.3224,0.024219,0.23195,1.4296,0.64641,0.96968,0.54276,0.94496
bouta,-0.73354,2.4536,0.91292,-0.86133,-0.41524,0.6703,0.47585,-1.0253,0.43879,-0.31257,-0.91118,0.79756,-2.9896,-0.94503,0.094833,0.28216,0.87606,-0.9895,-0.82495,-0.68778,1.131,0.7075,1.9432,0.37231,1.0468
county,-1.2193,0.25505,0.28578,-1.2109,-0.81677,-0.1947,0.0030627,-0.91832,1.3886,0.11834,0.09409,-0.21537,-3.7763,1.5703,1.805,-1.9141,0.20614,0.2962,-0.060825,0.69552,1.3253,-0.15283,0.079992,-1.6425,-0.13791
received,-0.61139,0.82989,-0.42419,-0.54827,0.86598,-1.2698,0.5119,-0.88056,-0.88342,-0.69243,1.2331,0.90715,-2.9844,0.70011,-0.18142,-0.35518,1.4972,0.5927,-0.085368,-1.1839,0.022076,-0.76875,-0.7432,0.34478,-1.0343
washington,-0.1191,0.26218,-0.16353,-0.72116,-0.78119,-0.42623,-0.10097,-0.2505,0.75413,-0.47336,0.3879,-0.1336,-3.4461,0.89002,1.4017,-1.3791,-0.41759,0.41946,0.22955,-0.15579,0.46612,-0.60972,-0.11067,-1.4612,0.13497
thomas,-0.41657,-0.70474,-0.21367,0.42747,-1.0633,-0.16528,-0.67266,0.42237,0.29699,-1.6956,0.31194,0.69081,-3.2524,-0.53279,1.0406,-0.56352,-0.69181,0.27357,-0.92081,0.41603,0.36869,0.39414,-0.63785,-0.34884,-0.61012
becomes,-0.65562,-0.48346,-0.47729,-0.49043,0.36332,-0.025192,1.3923,-0.66275,-0.38386,-0.24323,0.16477,1.157,-3.4492,0.55174,0.31714,0.38321,0.17722,1.0231,1.2804,-0.9768,0.31796,0.53669,-0.24504,-0.4053,-1.0519
hacerlo,0.037234,0.46063,-0.61088,1.0474,0.26806,1.0587,-0.48659,2.2699,-1.1177,-1.0471,0.72252,-2.2405,-0.69851,-0.0085106,1.5231,0.89786,-0.76894,0.48397,0.77146,-1.4282,-0.26631,-0.83817,-0.36395,1.463,-0.16882
constantly,-0.45431,0.88273,0.11556,-0.091248,0.0010977,0.58083,1.5485,-1.4023,-0.34801,0.55847,-0.52134,0.33457,-3.2572,-0.77474,-0.20863,1.6808,-0.85499,-0.064676,0.70789,-1.8218,0.89736,-0.010291,-0.030834,-0.2898,-1.1793
twitcam,0.023774,0.57115,1.4181,-0.43772,0.019653,-1.1486,0.34336,0.78297,-0.90491,-2.123,-0.74756,-1.1975,-2.1272,-0.33187,-0.04016,1.2151,-0.77261,-0.26002,-1.1739,-0.19804,-0.62477,-0.45258,0.015257,0.17573,0.065383
houston,-0.86454,1.0386,0.30597,-0.91243,-0.6128,-0.052723,-0.007816,0.084784,0.41012,-1.0049,-0.24234,0.46162,-3.3841,0.48406,1.3784,-1.0034,-0.20156,-0.27544,0.096303,0.42308,0.32782,-0.73207,0.24933,-1.3622,0.63034
accounts,1.3827,0.88035,-0.11609,-0.80768,1.4938,-1.3545,0.40064,-1.2229,-1.3139,0.62441,0.12137,0.2075,-2.9444,-0.99679,0.022551,0.56241,-0.066386,-0.63209,-0.01809,-0.30586,0.14143,-0.95853,-0.67197,-0.48559,-1.4029
ear,-0.84017,-0.34902,0.37742,1.1326,0.71168,-0.19998,0.91513,-1.0366,0.16378,0.99508,0.19178,0.97192,-3.0419,-0.88342,-0.44333,0.56899,0.26431,0.18634,0.24186,-0.29616,-0.45502,0.9024,2.0054,0.5642,-0.47548
option,0.37271,0.3081,-1.2371,0.046245,0.67748,-0.17995,0.4387,-1.1069,0.18141,-0.12171,-0.0040669,0.080019,-2.9962,0.43636,0.60081,0.74266,0.43647,-0.5039,-0.15617,-0.65193,-0.21946,-0.46512,-0.016261,0.24022,-1.1909
allow,0.41695,0.90495,-1.3357,0.22041,-0.55925,-0.78381,0.70238,-1.2627,0.58125,0.23952,-0.31017,0.073445,-3.7925,0.16904,-0.32999,0.47526,0.20769,-0.44035,1.0697,-1.2833,0.44655,0.09402,-0.17581,-0.14398,-0.74018
research,0.38054,0.56599,-0.81505,-0.52665,1.3219,-0.60271,0.98022,-1.3781,1.6391,-0.043452,0.020539,-0.067625,-3.3916,0.48226,1.0773,-0.58704,0.62386,0.81116,0.23743,-0.71056,-0.25032,-0.65448,-1.4903,0.019451,-0.44786
heading,-1.5795,0.84257,0.69586,-1.1456,-1.2274,0.39023,0.96992,-0.70535,0.44568,-0.07356,-0.24319,0.38571,-3.1449,1.051,0.65782,-0.41428,0.041651,-0.4743,-0.61286,-0.75614,-0.52196,-0.82072,0.35896,-0.64367,-0.093597
crash,-0.31986,0.4839,0.40577,-0.16617,-0.55216,-0.31417,0.89965,-0.22214,0.82469,0.74082,0.64595,0.58346,-2.672,0.6782,1.3181,0.63705,0.6518,0.26623,-0.11042,-0.92858,0.098257,-0.60106,1.3216,-1.5307,0.20322
cough,-0.35166,0.3691,-0.072654,0.89761,0.0051513,-0.49737,1.9537,-0.92378,-0.53624,0.7,-0.1008,0.43788,-2.0724,-1.3015,0.99988,-0.1107,0.40304,-0.56016,0.27214,-0.74389,0.40397,1.0189,0.96642,0.37602,0.17311
neither,0.32716,0.3524,-0.72399,0.23735,-0.71115,-0.32615,0.93731,-1.0382,-0.67477,0.21243,-0.51387,0.43551,-3.7666,0.10863,0.3142,0.14999,0.52411,0.00046428,0.68317,-0.34974,0.90996,0.91314,-0.20711,0.39237,-0.43891
rough,-0.85334,0.062281,0.10518,-0.17796,0.48156,1.0054,1.4092,-1.0769,-0.16088,-0.29346,-0.97912,0.77855,-2.8461,0.29789,0.40711,-0.016146,0.40153,-0.40349,-0.0087201,-0.47008,-0.19699,0.68631,0.7261,0.087116,-0.088431
actions,1.1878,0.090462,-1.5089,1.0414,0.098707,0.056883,0.82855,-1.3805,-0.10927,-0.40636,-0.74879,0.4252,-3.2365,1.0047,-0.17072,1.234,-0.65398,0.090881,0.84072,-0.78639,0.73055,-0.015701,-0.51953,-0.36861,-1.2897
comeback,-0.011798,0.58432,0.22859,-0.65107,0.13529,-0.14682,1.2019,0.87492,0.11298,-1.4554,0.13138,1.3419,-2.29,0.88366,0.19459,0.3103,-0.55152,-0.58769,-0.98671,-0.35681,-1.308,0.47771,-0.13229,-0.17554,-0.49794
insight,0.67284,-0.84238,-1.3883,-0.34299,0.19057,-0.34428,0.93743,-1.1493,0.28273,-0.869,-0.19392,-0.010608,-2.0373,-0.16509,0.29047,0.069385,0.33797,0.58356,0.83398,-0.25468,-1.1949,-1.4737,-0.81432,-0.047058,-0.54078
toute,0.1337,-1.657,-1.2345,1.1399,-0.096454,0.73353,-0.17926,-0.048159,0.21246,-0.37875,-1.2502,-1.1112,-1.6139,1.4551,0.55728,1.8285,-0.22213,0.14922,-3.3743,2.1968,0.48494,-1.3621,0.0051357,-0.63512,-0.35077
becoming,-0.54664,0.31456,-0.33596,-0.92187,0.64412,0.85426,1.0363,-1.0775,-0.73003,-0.36838,-0.64281,0.71179,-3.5294,0.10743,0.20404,-0.1674,-0.11257,0.72433,0.97164,-1.286,-0.042009,0.36109,-0.90944,-0.92974,-0.5477
refuse,-0.00052104,0.59034,-1.7231,0.10059,-1.0099,0.00058707,0.45718,-1.3798,0.19444,0.078419,-0.30232,-0.29142,-3.3731,-0.02504,-0.2829,1.5255,0.072799,-0.30324,-0.23814,-1.3359,0.9243,0.23903,0.39674,-0.53788,-0.3187
easter,-1.1595,0.58123,0.65082,0.27446,0.005672,-0.44436,1.5874,-1.2852,-0.89166,-0.5353,0.34567,-0.48127,-2.6372,0.67094,-0.52283,-0.61995,0.95594,-0.66025,-0.53106,0.7305,-0.95404,-0.058765,-0.75634,0.39537,0.69016
torres,0.12867,0.22092,0.54262,-0.40254,-1.0799,0.51351,-1.291,1.6925,0.024628,-1.189,1.0023,0.037197,-2.6893,0.22431,1.3472,-0.65947,-0.67075,-0.3377,0.28309,-0.16653,-0.17479,1.0729,-0.091688,-0.48989,-0.75497
written,0.88996,-0.34193,0.69223,0.013648,0.53917,-1.0874,1.1183,-1.2063,-0.5874,-0.67357,0.095763,1.5746,-3.3165,0.11757,0.0011641,0.44391,0.9867,1.3324,-0.017471,-0.58898,-0.33052,-0.27151,-0.87914,0.23724,-0.71528
tocar,0.67131,0.10352,1.5869,1.8383,-0.1694,0.83192,-0.32799,1.5509,0.56917,-1.7295,0.074159,-2.2065,-1.3503,-0.85851,0.471,1.251,-0.94127,0.30651,0.19261,-0.86158,-0.87166,0.10508,0.17987,0.72905,0.98136
headed,-1.4938,0.54416,0.024524,-0.75716,-0.24302,0.7185,0.64221,-1.0789,0.0832,-0.018233,-0.61431,0.39246,-3.3521,0.5794,0.43534,-0.46943,0.51729,-0.66274,-0.046524,-0.25947,0.43931,0.29585,1.0102,-1.0101,0.14882
complaining,-0.33897,1.5792,0.20753,-0.26257,0.13828,0.63701,1.1819,-1.8366,-1.0371,0.67639,-1.1977,0.077227,-3.2403,-0.36413,0.69385,0.50962,-0.91025,-0.58185,0.12785,-1.1162,0.80736,0.35656,-0.27397,-0.27333,-1.05
rights,0.43649,0.79796,-1.7097,-0.12479,0.93052,-1.9667,0.22588,-1.043,0.23397,0.36634,0.38144,-0.096956,-3.7157,1.0063,-0.14645,-0.10886,-0.59321,0.33696,0.96878,-0.36153,0.1218,0.37665,-0.66079,-1.6512,-0.49658
wasted,-0.14531,0.94709,0.29784,0.1529,0.1065,0.73939,0.93829,-1.5709,-1.4655,0.28658,-0.39861,0.52708,-2.9264,0.59462,0.24688,0.31179,0.52134,0.017862,0.17857,-0.50373,-0.18172,0.45405,-0.00093984,0.35631,0.22905
theme,0.34223,-0.52137,0.99638,-0.36969,0.95947,-0.59293,1.342,-0.3451,1.3207,-1.0985,0.3949,0.15724,-2.8677,-0.67733,0.2712,0.73401,0.053254,-0.1403,0.028479,0.48044,-1.3599,-0.36118,-0.54007,0.22595,0.21689
stressed,-0.18511,0.1862,-0.13827,-0.60108,0.35916,1.2671,1.589,-1.6755,-0.81374,0.55678,-1.8214,0.24386,-2.3608,0.3638,0.41177,0.20467,0.62678,0.19166,0.55127,-1.8624,0.4399,0.7585,-0.12998,0.70912,0.3795
